facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Electronica, Comunicatii si Calculatoare;Universitatea din Pitesti - Extensie Ramnicu Valcea;Ramnicu Valcea, Valcea;60;N/A;N/A;3.700 lei;Inginerie electrica si calculatoare;Public;Acreditat;Inginerie electrică şi calculatoare;Inginerie electrică;Științe Inginerești;Examen;0;60
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie;Universitatea din Pitesti - Extensie Ramnicu Valcea;Ramnicu Valcea, Valcea;57;8.97;N/A;3.200 lei;Pedagogia învatamântului primar si prescolar (la Râmnicu Vâlcea);Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;14;43
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitesti - Extensie Ramnicu Valcea;Ramnicu Valcea, Valcea;25;N/A;N/A;3.400 lei;Limba si literatura româna - Limba si literatura engleza (la Râmnicu Vâlcea);Public;Acreditat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Examen;17;8
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;60;N/A;N/A;3.500 lei;Terapie ocupationala;Public;Acreditat;Terapie ocupaţională;Psihologie;Științe Sociale și Psihologie;Examen;12;48
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.500 lei;Chimie;Public;Acreditat;Chimie;Chimie;Științe Exacte;Examen;13;37
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;100;N/A;N/A;3.500 lei;Informatica;Public;Acreditat;Informatică;Informatică;Științe Exacte;Examen;16;84
Facultatea de Electronica, Comunicatii si Calculatoare;Universitatea din Pitești;Pitesti, Arges;60;N/A;N/A;3.900 lei;Electronică aplicată;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;21;39
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;N/A;N/A;N/A;3.400 lei;Contabilitate si informatica de gestiune (IFR);Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;0;0
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;70;N/A;N/A;3.400 lei;Management;Public;Acreditat;Management;Management;Științe Economice;Examen;14;56
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;75;N/A;N/A;3.400 lei;Administrație publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Examen;9;66
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie - extensie Slatina;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.400 lei;Pedagogia învatamântului primar si prescolar (la Slatina);Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;14;36
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie;Universitatea din Pitești;Pitesti, Arges;70;N/A;N/A;3.400 lei;Pedagogia învatamântului primar si prescolar;Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;14;56
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;20;N/A;N/A;3.400 lei;Muzica;Public;Acreditat;Pedagogie muzicală;Muzică;Arte, Arhitectură și Urbanism ;Examen;10;10
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.500 lei;Asistenta medicala generala;Public;Acreditat;Asistenţă medicală generală;Medicină;Medicină;Examen;8;42
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;25;N/A;N/A;3.500 lei;Chimie medicală;Public;Autorizat;Chimie medicală;Chimie;Științe Exacte;Examen;2;23
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;40;N/A;N/A;3.500 lei;Ecologie si protectia mediului;Public;Acreditat;Ecologie şi protecţia mediului;Ştiinţa mediului;Științe ale Naturii;Examen;14;26
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;30;N/A;N/A;3.500 lei;Matematică;Public;Acreditat;Matematică;Matematică;Științe Exacte;Examen;20;10
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;60;N/A;N/A;3.400 lei;Administrarea afacerilor;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;17;43
Facultatea de Mecanică și Tehnologie;Universitatea din Pitești;Pitesti, Arges;90;N/A;N/A;3.500 lei;Autovehicule rutiere;Public;Acreditat;Autovehicule rutiere;Ingineria autovehiculelor;Științe Inginerești;Examen;28;62
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;74;N/A;N/A;3.400 lei;Finante si banci;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;15;59
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;N/A;N/A;N/A;3.400 lei;Management (IFR);Public;Acreditat;Management;Management;Științe Economice;Examen;0;0
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.400 lei;Teologie ortodoxa asistenta sociala;Public;Acreditat;Teologie asistenţă socială;Teologie;Teologie;Examen;13;37
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie;Universitatea din Pitești;Pitesti, Arges;14;61.00;N/A;3.400 lei;Asistenta sociala;Public;Acreditat;Asistenţă socială;Asistenţă socială;Științe Sociale și Psihologie;Examen;0;14
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;20;N/A;N/A;3.400 lei;Arta sacra;Public;Acreditat;Artă sacră;Arte vizuale;Arte, Arhitectură și Urbanism ;Examen;10;10
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.500 lei;Horticultura;Public;Acreditat;Horticultură;Horticultură;Științe Agricole;Examen;14;36
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;45;N/A;N/A;3.900 lei;Energetica si tehnologii nucleare;Public;Autorizat;Energetică şi tehnologii nucleare;Inginerie energetică;Științe Inginerești;Examen;21;24
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;60;N/A;N/A;3.400 lei;Economia comertului, turismului si serviciilor;Public;Acreditat;Economie şi comunicare economică în afaceri;Economie;Științe Economice;Examen;17;43
Facultatea de Mecanică și Tehnologie;Universitatea din Pitești;Pitesti, Arges;60;N/A;N/A;3.900 lei;Ingineria transporturilor și a traficului;Public;Acreditat;Ingineria transporturilor şi a traficului;Ingineria transporturilor;Științe Inginerești;Examen;19;41
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;4;46.00;N/A;3.400 lei;Marketing;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;0;4
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie;Universitatea din Pitești;Pitesti, Arges;100;N/A;N/A;3.400 lei;Psihologie;Public;Acreditat;Psihologie;Psihologie;Științe Sociale și Psihologie;Examen;19;81
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;10;N/A;N/A;3.400 lei;Artele spectacolului (actorie);Public;Autorizat;Artele spectacolului;Teatru şi artele spectacolului;Arte, Arhitectură și Urbanism ;Examen;5;5
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.400 lei;Limba si literatura franceza - Limba si literatura engleza;Public;Acreditat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Examen;17;33
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.500 lei;Ingineria mediului;Public;Acreditat;Ingineria mediului;Ingineria mediului;Științe Inginerești;Examen;15;35
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;75;N/A;N/A;3.500 lei;Educatie fizica si sportiva;Public;Acreditat;Educaţie fizică şi sportivă;Educaţie fizică şi sport;Ştiinţa Sportului şi Educaţiei Fizice;Examen;20;55
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;60;N/A;N/A;3.400 lei;Economia comertului, turismului si serviciilor (IFR);Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Examen;17;43
Facultatea de Mecanică și Tehnologie;Universitatea din Pitești;Pitesti, Arges;75;N/A;N/A;3.900 lei;Tehnologia construcțiilor de mașini;Public;Acreditat;Tehnologia construcţiilor de maşini;Inginerie industrială;Științe Inginerești;Examen;24;51
Facultatea de Electronica, Comunicatii si Calculatoare;Universitatea din Pitești;Pitesti, Arges;100;N/A;N/A;3.900 lei;Calculatoare;Public;Acreditat;Calculatoare;Calculatoare și tehnologia informației;Științe Inginerești;Examen;22;78
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;200;N/A;N/A;3.400 lei;Drept;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;33;167
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie - extensie Alexandria;Universitatea din Pitești;Pitesti, Arges;60;N/A;N/A;3.400 lei;Pedagogia învatamântului primar si prescolar (la Alexandria);Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;13;47
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.400 lei;Jurnalism;Public;Acreditat;Jurnalism;Ştiinţe ale comunicării;Științe Politice și Comunicare;Examen;18;32
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.400 lei;Limba si literatura (franceza, engleza);Public;Acreditat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Examen;14;36
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.400 lei;Limbi moderne aplicate;Public;Acreditat;Limbi moderne aplicate;Limbi moderne aplicate;Științe Umaniste;Examen;10;40
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;106;8.33;N/A;3.200 lei;Limba si literatura engleza - O limba si literatura moderna (franceza, spaniola, germana);Public;Autorizat;Limba şi literatura modernă;Limbă şi literatură;Științe Umaniste;Examen;35;71
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;48;N/A;N/A;3.500 lei;Biologie;Public;Acreditat;Biologie;Biologie;Științe ale Naturii;Examen;1;47
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.500 lei;Kinetoterapie si motricitate speciala;Public;Acreditat;Kinetoterapie şi motricitate specială;Kinetoterapie;Ştiinţa Sportului şi Educaţiei Fizice;Examen;14;36
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;75;N/A;N/A;3.500 lei;Sport si performanta motrica;Public;Acreditat;Sport şi performanţă motrică;Educaţie fizică şi sport;Ştiinţa Sportului şi Educaţiei Fizice;Examen;19;56
Facultatea de Mecanică și Tehnologie;Universitatea din Pitești;Pitesti, Arges;75;N/A;N/A;3.900 lei;Inginerie economică industrială;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;24;51
Facultatea de Electronica, Comunicatii si Calculatoare;Universitatea din Pitești;Pitesti, Arges;90;N/A;N/A;3.900 lei;Electromecanică;Public;Acreditat;Electromecanică;Inginerie electrică;Științe Inginerești;Examen;20;70
Facultatea de Electronica, Comunicatii si Calculatoare;Universitatea din Pitești;Pitesti, Arges;45;N/A;N/A;3.900 lei;Retele si software de telecomunicatii;Public;Acreditat;Reţele şi software de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;20;25
