facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Ştiinţe Economice;Universitatea "Eftimie Murgu" din Reşiţa;Resita, Caras-Severin;60;6.13;N/A;2.400 lei;Economia comerţului, turismului şi serviciilor;Public;Autorizat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;19;41
Facultatea de Teologie;Universitatea "Emanuel" din Oradea;Oradea, Bihor;N/A;N/A;N/A;385 lei;Asistenţă socială;Public;Acreditat;Asistenţă socială;Asistenţă socială;Științe Sociale și Psihologie;Examen;0;0
Facultatea de Management;Universitatea "Emanuel" din Oradea;Oradea, Bihor;N/A;N/A;N/A;550 lei;MANAGEMENT;Public;Acreditat;Management;Management;Științe Economice;Examen;0;0
Facultatea de Teologie;Universitatea "Emanuel" din Oradea;Oradea, Bihor;N/A;N/A;N/A;385 lei;Limba şi literatura română - Limba şi literatura engleză;Public;Acreditat;Limba şi literatura română;Limbă şi literatură;Științe Umaniste;Examen;0;0
Facultatea de Teologie;Universitatea "Emanuel" din Oradea;Oradea, Bihor;N/A;N/A;N/A;385 lei;Teologie baptistă pastorală;Public;Acreditat;Teologie pastorală;Teologie;Teologie;Examen;0;0
Facultatea de Teologie;Universitatea "Emanuel" din Oradea;Oradea, Bihor;N/A;N/A;N/A;385 lei;Pedagogie muzicală;Public;Acreditat;Pedagogie muzicală;Muzică;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea de Ştiinţe Economice, Juridice și Administrative;Universitatea "George Bacovia" din Bacău;Bacau, Bacau;75;N/A;N/A;2.700 lei;Management;Public;Acreditat;Management;Management;Științe Economice;Dosar;0;75
Facultatea de Ştiinţe Economice, Juridice și Administrative;Universitatea "George Bacovia" din Bacău;Bacau, Bacau;75;N/A;N/A;2.700 lei;Economia comerţului, turismului şi serviciilor;Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;0;75
Facultatea de Ştiinţe Economice, Juridice și Administrative;Universitatea "George Bacovia" din Bacău;Bacau, Bacau;75;N/A;N/A;3.100 lei;Drept;Public;Autorizat;Drept;Drept;Științe Juridice;Dosar;0;75
Facultatea de Ştiinţe Economice, Juridice și Administrative;Universitatea "George Bacovia" din Bacău;Bacau, Bacau;75;N/A;N/A;2.700 lei;Administrație Publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;0;75
Facultatea de Ştiinţe Economice, Juridice și Administrative;Universitatea "George Bacovia" din Bacău;Bacau, Bacau;50;N/A;N/A;2.200 lei;Finante si Banci;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Dosar;0;50
Facultatea de Științe Sociale, Umaniste și ale Naturii;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.600 lei;Ştiinţe politice;Public;Acreditat;Ştiinţe politice;Ştiinţe politice;Științe Politice și Comunicare;Examen;0;0
Facultatea de Psihologie și Științe ale Educației;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;3.500 lei;Psihologie;Public;Acreditat;Psihologie;Psihologie;Științe Sociale și Psihologie;Examen;0;0
Facultatea de Ştiinţe Economice;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.600 lei;Afaceri internaţionale;Public;Acreditat;Afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;0;0
Facultatea de Ştiinţe Economice;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.600 lei;FINANŢE ŞI BĂNCI;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;0;0
Facultatea de Jurnalism;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Jurnalism;Public;Acreditat;Jurnalism;Ştiinţe ale comunicării;Științe Politice și Comunicare;Examen;0;0
Facultatea de Științe Sociale, Umaniste și ale Naturii;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.200 lei;Istorie;Public;Acreditat;Istorie;Istorie;Științe Umaniste;Examen;0;0
Facultatea de Arte;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;7.000 lei;Artele spectacolului (actorie);Public;Acreditat;Artele spectacolului;Teatru şi artele spectacolului;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea de Științe Exacte și Inginerești;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;100;N/A;N/A;3.200 lei;Automatică şi informatică aplicată;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;100;0
Facultatea de Ştiinţe Economice;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.700 lei;MANAGEMENT;Public;Acreditat;Management;Management;Științe Economice;Examen;0;0
Facultatea de Ştiinţe Economice;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.600 lei;CONTABILITATE ŞI INFORMATICĂ DE GESTIUNE;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;0;0
Facultatea de Științe Exacte și Inginerești;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;30;N/A;N/A;2.200 lei;Fizica;Public;Acreditat;Fizică;Fizică;Științe Exacte;Examen;30;0
Facultatea de Arte;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;7.000 lei;Cinematografie, fotografie, media (Regie de film şi TV, Imagine de film şi TV);Public;Acreditat;Cinematografie, fotografie, media;Cinematografie şi media;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea de Științe Exacte și Inginerești;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;30;N/A;N/A;3.700 lei;Informatică;Public;Acreditat;Informatică;Informatică;Științe Exacte;Dosar;30;0
Facultatea de Științe Sociale, Umaniste și ale Naturii;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.400 lei;Geografie;Public;Acreditat;Geografie;Geografie;Științe ale Naturii;Dosar;0;0
Facultatea de Ştiinţe Economice;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.700 lei;Economia comerţului, turismului şi serviciilor;Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Examen;0;0
Facultatea de Științe Sociale, Umaniste și ale Naturii;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.600 lei;Limba şi literatura română – O limbă şi literatură modernă (engleză, franceză, japoneză);Public;Acreditat;Limba şi literatura română;Limbă şi literatură;Științe Umaniste;Examen;0;0
Facultatea de Ştiinţe Juridice;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.700 lei;Drept;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;0;0
Facultatea de Ştiinţe Juridice;Universitatea "Hyperion" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.800 lei;Drept (ID);Public;Autorizat;Drept;Drept;Științe Juridice;Examen;0;0
Facultatea de Drept;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;147;N/A;N/A;3.100 lei;Drept;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;98;49
Facultatea de Teologie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;N/A;N/A;N/A;6.000 lei;Muzica Religioasa;Public;Autorizat;Muzică religioasă;Muzică;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;28;N/A;N/A;2.780 lei;Limba şi literatura engleză - O limbă şi literatură modernă (germană, franceză)/ Limba şi literatura română;Public;Acreditat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Dosar;17;11
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;74;N/A;N/A;2.780 lei;Limbi moderne aplicate;Public;Acreditat;Limbi moderne aplicate;Limbi moderne aplicate;Științe Umaniste;Dosar;45;29
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;12;N/A;N/A;10.000 lei;Teatrologie (management cultural);Public;Acreditat;Teatrologie ;Teatru şi artele spectacolului;Arte, Arhitectură și Urbanism ;Dosar;10;2
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;15;N/A;N/A;10.000 lei;Arta spectacolului (coregrafie);Public;Autorizat;Scenografie;Teatru şi artele spectacolului;Arte, Arhitectură și Urbanism ;Examen;8;7
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;50;N/A;N/A;3.480 lei;Ingineria transporturilor şi a traficului;Public;Acreditat;Ingineria transporturilor şi a traficului;Ingineria transporturilor;Științe Inginerești;Dosar;22;28
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;81;N/A;N/A;3.480 lei;Inginerie economică în domeniul mecanic;Public;Acreditat;Inginerie economică în domeniul mecanic;Inginerie și management;Științe Inginerești;Dosar;35;46
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;23;N/A;N/A;3.480 lei;Mecatronică (în limba engleză);Public;Autorizat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Dosar;5;18
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;3.480 lei;Robotică;Public;Autorizat;Robotică;Mecatronică și robotică;Științe Inginerești;Dosar;10;15
Facultatea de Ştiinţe;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;29;N/A;N/A;3.200 lei;Sport şi performanţă motrică;Public;Acreditat;Sport şi performanţă motrică;Educaţie fizică şi sport;Ştiinţa Sportului şi Educaţiei Fizice;Examen;18;11
Facultatea de Ştiinţe Agricole, Industrie Alimentară şi Protecţia Mediului;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;43;N/A;N/A;3.000 lei;Montanologie;Public;Acreditat;Montanologie;Agronomie;Științe Agricole;Dosar;30;13
Facultatea de Ştiinţe Agricole, Industrie Alimentară şi Protecţia Mediului;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;50;N/A;N/A;2.600 lei;Montanologie (ID);Public;Acreditat;Montanologie;Agronomie;Științe Agricole;Dosar;0;50
Facultatea de Medicină;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;26;N/A;N/A;7.800 lei;Medicină dentară;Public;Acreditat;Medicină dentară ;Medicină dentară;Medicină;Examen;20;6
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;84;N/A;N/A;3.300 lei;Economia comerțului, turismului și serviciilor;Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;35;49
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;2.900 lei;Marketing (ID);Public;Autorizat;Marketing;Marketing;Științe Economice;Dosar;0;25
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;75;N/A;N/A;2.800 lei;Resurse Umane;Public;Autorizat;Resurse umane;Sociologie;Științe Sociale și Psihologie;Dosar;20;55
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;18;N/A;N/A;3.090 lei;Conservare şi restaurare;Public;Acreditat;Conservare şi restaurare;Arte vizuale;Arte, Arhitectură și Urbanism ;Examen;14;4
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;49;N/A;N/A;2.800 lei;Relații Internaționale și Studii Europene;Public;Acreditat;Relaţii internaţionale şi studii europene;Relații internaționale și studii europene;Științe Politice și Comunicare;Dosar;18;31
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;14;N/A;N/A;2.800 lei;Pedagogia învatamântului primar si prescolar (în limba germana);Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;0;14
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;40;6.08;N/A;3.400 lei;Maşini-unelte şi sisteme de producţie;Public;Acreditat;Maşini-unelte şi sisteme de producţie;Inginerie industrială;Științe Inginerești;Dosar;25;15
Facultatea de Teologie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;73;N/A;N/A;3.150 lei;Teologie ortodoxă pastorală;Public;Acreditat;Teologie pastorală;Teologie;Teologie;Examen;56;17
Facultatea de Drept;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;75;N/A;N/A;2.900 lei;Administratie Publica (ID);Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;0;75
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;23;N/A;N/A;2.780 lei;Limba şi literatura franceză - O limbă şi literatură modernă (engleză/ germană) sau Limba şi literatura română;Public;Acreditat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Dosar;13;10
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;51;N/A;N/A;2.780 lei;Limba şi literatura română - O limbă şi literatură modernă (engleză, germană, franceză);Public;Acreditat;Limba şi literatura română;Limbă şi literatură;Științe Umaniste;Dosar;34;17
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;14;N/A;N/A;2.780 lei;Științe ale informării și documentării;Public;Acreditat;Științe ale informării și documentării;Ştiinţe ale comunicării;Științe Politice și Comunicare;Dosar;6;8
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;95;N/A;N/A;3.480 lei;Calculatoare;Public;Acreditat;Calculatoare;Calculatoare și tehnologia informației;Științe Inginerești;Examen;41;54
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;30;N/A;N/A;3.480 lei;Ingineria şi protecţia mediului în industrie;Public;Acreditat;Ingineria şi protecţia mediului în industrie;Ingineria mediului;Științe Inginerești;Dosar;20;10
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;39;N/A;N/A;3.480 lei;Transportul, depozitarea şi distribuţia hidrocarburilor (ID);Public;Acreditat;Transportul, depozitarea şi distribuţia hidrocarburilor;Mine, petrol şi gaze;Științe Inginerești;Dosar;25;14
Facultatea de Ştiinţe;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;38;N/A;N/A;3.200 lei;Matematică informatică;Public;Acreditat;Matematică informatică;Matematică;Științe Exacte;Dosar;27;11
Facultatea de Medicină;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;79;N/A;N/A;5.300 lei;Asistenţă medicală generală;Public;Acreditat;Asistenţă medicală generală;Medicină;Medicină;Examen;12;67
Facultatea de Medicină;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;57;N/A;N/A;7.400 lei;Farmacie;Public;Autorizat;Farmacie ;Farmacie;Medicină;Examen;23;34
Facultatea de Ştiinţe Agricole, Industrie Alimentară şi Protecţia Mediului;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;32;N/A;N/A;3.600 lei;Controlul şi expertiza produselor alimentare;Public;Acreditat;Controlul şi expertiza produselor alimentare;Ingineria produselor alimentare;Științe Agricole;Dosar;20;12
Facultatea de Ştiinţe Agricole, Industrie Alimentară şi Protecţia Mediului;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;3.000 lei;Ingineria produselor alimentare (ID);Public;Acreditat;Ingineria produselor alimentare;Ingineria produselor alimentare;Științe Agricole;Dosar;0;25
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;125;N/A;N/A;2.900 lei;Economia comertului, turismului si serviciilor (ID);Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;0;125
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;69;N/A;N/A;2.800 lei;Sociologie;Public;Acreditat;Sociologie;Sociologie;Științe Sociale și Psihologie;Dosar;20;49
Facultatea de Drept;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;120;N/A;N/A;3.000 lei;Drept (ID);Public;Acreditat;Drept;Drept;Științe Juridice;Dosar;0;120
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;12;N/A;N/A;10.000 lei;Artele spectacolului (actorie);Public;Acreditat;Artele spectacolului;Teatru şi artele spectacolului;Arte, Arhitectură și Urbanism ;Examen;12;0
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;45;N/A;N/A;3.480 lei;Tehnologia informaţiei;Public;Acreditat;Tehnologia informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Examen;26;19
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;114;N/A;N/A;3.480 lei;Tehnologia construcţiilor de maşini;Public;Acreditat;Tehnologia construcţiilor de maşini;Inginerie industrială;Științe Inginerești;Dosar;53;61
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;40;N/A;N/A;3.480 lei;Inginerie economică industrială;Public;Autorizat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Dosar;22;18
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;N/A;N/A;N/A;3.480 lei;Inginerie economică în domeniul mecanic (ID);Public;Acreditat;Inginerie economică în domeniul mecanic;Inginerie și management;Științe Inginerești;Dosar;0;0
Facultatea de Ştiinţe;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;70;N/A;N/A;3.200 lei;Informatică;Public;Acreditat;Informatică;Informatică;Științe Exacte;Dosar;39;31
Facultatea de Medicină;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;6.800 lei;Tehnică Dentară;Public;Acreditat;Tehnică dentară;Medicină dentară;Medicină;Examen;0;25
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;34;N/A;N/A;3.300 lei;Administrarea afacerilor (în limba engleză - Business administration);Public;Autorizat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;20;14
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;73;N/A;N/A;3.300 lei;Contabilitate și Informatică de Gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;34;39
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;100;N/A;N/A;2.900 lei;Contabilitate si informatica de gestiune (ID);Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;0;100
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;72;N/A;N/A;3.300 lei;Finanţe şi bănci;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Dosar;34;38
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;68;N/A;N/A;2.600 lei;Asistență Socială;Public;Acreditat;Asistenţă socială;Asistenţă socială;Științe Sociale și Psihologie;Dosar;18;50
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;54;N/A;N/A;2.800 lei;Comunicare şi relaţii publice;Public;Acreditat;Comunicare şi relaţii publice;Ştiinţe ale comunicării;Științe Politice și Comunicare;Dosar;20;34
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;22;N/A;N/A;2.800 lei;Studiul patrimoniului și managementul bunurilor culturale;Public;Autorizat;Studiul patrimoniului și managementul bunurilor culturale;Studiul patrimoniului;Științe Umaniste;Dosar;12;10
Facultatea de Teologie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;70;N/A;N/A;2.700 lei;Teologie ortodoxă asistenţă socială;Public;Acreditat;Teologie asistenţă socială;Teologie;Teologie;Examen;35;35
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;50;6.63;N/A;3.400 lei;Electronică aplicată;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;25;25
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;45;N/A;N/A;3.480 lei;Ingineria sistemelor multimedia;Public;Acreditat;Ingineria sistemelor multimedia;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;25;20
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;50;N/A;N/A;3.480 lei;Electromecanică;Public;Acreditat;Electromecanică;Inginerie electrică;Științe Inginerești;Examen;24;26
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;40;N/A;N/A;3.480 lei;Tehnologia tricotajelor şi confecţiilor;Public;Acreditat;Tehnologia tricotajelor şi confecţiilor;Inginerie industrială;Științe Inginerești;Dosar;25;15
Facultatea de Ştiinţe;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;33;N/A;N/A;3.200 lei;Educaţie fizică şi sportivă;Public;Acreditat;Educaţie fizică şi sportivă;Educaţie fizică şi sport;Ştiinţa Sportului şi Educaţiei Fizice;Examen;18;15
Facultatea de Ştiinţe;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;30;N/A;N/A;3.200 lei;Ecologie şi protecţia mediului (în limba engleză - Ecology and environment protection);Public;Autorizat;Ecologie şi protecţia mediului;Ştiinţa mediului;Științe ale Naturii;Dosar;20;10
Facultatea de Ştiinţe Agricole, Industrie Alimentară şi Protecţia Mediului;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;30;N/A;N/A;3.000 lei;Ingineria şi protecţia mediului în agricultură;Public;Acreditat;Ingineria şi protecţia mediului în agricultură;Ingineria mediului;Științe Inginerești;Dosar;0;30
Facultatea de Ştiinţe Agricole, Industrie Alimentară şi Protecţia Mediului;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;27;N/A;N/A;3.600 lei;Inginerie şi management în alimentaţia publică şi agroturism;Public;Acreditat;Inginerie şi management în alimentaţia publică şi agroturism;Inginerie şi management în agricultură și dezvoltare rurală;Științe Agricole;Dosar;20;7
Facultatea de Ştiinţe Economice;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;2.900 lei;Finanţe şi Bănci (ID);Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Dosar;0;25
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;49;N/A;N/A;2.800 lei;Studii de securitate;Public;Acreditat;Studii de securitate;Ştiinţe politice;Științe Politice și Comunicare;Dosar;18;31
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;44;N/A;N/A;2.800 lei;Jurnalism;Public;Acreditat;Jurnalism;Ştiinţe ale comunicării;Științe Politice și Comunicare;Dosar;19;25
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;95;N/A;N/A;2.800 lei;Psihologie;Public;Acreditat;Psihologie;Psihologie;Științe Sociale și Psihologie;Dosar;25;70
Facultatea de Științe Socio-Umane;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;30;N/A;N/A;2.800 lei;Pedagogia învatamântului primar si prescolar;Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;0;30
Facultatea de Drept;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;42;N/A;N/A;2.900 lei;Administraţie publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;21;21
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;2.780 lei;Limba şi literatura chineză - Limba şi literatura engleză;Public;Autorizat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Dosar;16;9
Facultatea de Litere şi Arte;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;23;N/A;N/A;2.780 lei;Limba şi literatura germană - O limbă şi literatură modernă (engleză, franceză) sau Limba şi literatura română;Public;Acreditat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Dosar;13;10
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;25;N/A;N/A;3.480 lei;Inginerie industrială (în limba engleză);Public;Autorizat;Inginerie industrială;Inginerie industrială;Științe Inginerești;Examen;5;20
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;45;N/A;N/A;3.480 lei;Mecatronică;Public;Autorizat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Dosar;25;20
Facultatea de Ştiinţe;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;45;N/A;N/A;3.200 lei;Biologie;Public;Acreditat;Biologie;Biologie;Științe ale Naturii;Dosar;25;20
Facultatea de Inginerie;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;60;N/A;N/A;3.480 lei;Transportul, depozitarea şi distribuţia hidrocarburilor;Public;Acreditat;Transportul, depozitarea şi distribuţia hidrocarburilor;Mine, petrol şi gaze;Științe Inginerești;Dosar;0;60
Facultatea de Ştiinţe;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;30;N/A;N/A;3.200 lei;Ecologie şi protecţia mediului;Public;Acreditat;Ecologie şi protecţia mediului;Ştiinţa mediului;Științe ale Naturii;Dosar;20;10
Facultatea de Medicină;Universitatea "Lucian Blaga" din Sibiu (ULBS);Sibiu, Sibiu;107;N/A;N/A;7.800 lei;Medicină;Public;Acreditat;Medicină;Medicină;Medicină;Examen;72;35
