facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Litere;Universitatea din Craiova;Craiova, Dolj;50;N/A;N/A;3.000 lei;Ştiinţe ale educaţiei - Consiliere educațională și dezvoltarea carierei;Public;Acreditat;Pedagogie;Științe ale educației;Științe Politice și Comunicare;Examen;20;30
Facultatea de Litere;Universitatea din Craiova;Craiova, Dolj;50;6.86;0.44;3.000 lei;Traducere şi terminologii în context european (engleză, franceză, germană);Public;Acreditat;Traducere și interpretare;Limbi moderne aplicate;Științe Umaniste;Examen;20;30
Facultatea de Inginerie Electrică;Universitatea din Craiova;Craiova, Dolj;17;N/A;N/A;3.000 lei;Sisteme complexe pentru inginerie aerospaţială;Public;Acreditat;Construcţii aerospaţiale;Inginerie aerospațială;Științe Inginerești;Dosar;15;2
Facultatea de Mecanică;Universitatea din Craiova;Craiova, Dolj;50;N/A;N/A;3.000 lei;Automotive engineering – design, manufacture and development;Public;Acreditat;Autovehicule rutiere;Ingineria autovehiculelor;Științe Inginerești;Examen;29;21
Facultatea de Mecanică;Universitatea din Craiova;Craiova, Dolj;50;N/A;N/A;3.000 lei;Concepţia şi Proiectarea Autovehiculelor Moderne;Public;Acreditat;Ingineria sistemelor de propulsie pentru autovehicule;Ingineria autovehiculelor;Științe Inginerești;Examen;20;30
Facultatea de Horticultură;Universitatea din Craiova;Craiova, Dolj;50;7.70;0.34;3.000 lei;Expertiză Viti-Vinicolă;Public;Acreditat;Horticultură;Horticultură;Științe Agricole;Dosar;13;37
Facultatea de Litere;Universitatea din Craiova;Craiova, Dolj;10;7.25;0.90;4.500 lei;Muzică – Artă muzicală românească contemporană;Public;Acreditat;Artele spectacolului muzical;Muzică;Arte, Arhitectură și Urbanism ;Examen;5;5
Facultatea de Litere;Universitatea din Craiova;Craiova, Dolj;15;6.00;0.47;3.000 lei;Arte – Arta actorului;Public;Acreditat;Artele spectacolului;Teatru şi artele spectacolului;Arte, Arhitectură și Urbanism ;Examen;9;6
Facultatea de Economie şi Administrarea Afacerilor;Universitatea din Craiova - extensia Drobeta Turnu Severin;Drobeta Turnu Severin, Mehedinti;40;N/A;N/A;3.000 lei;Managementul organizaţiei;Public;Acreditat;Management;Management;Științe Economice;Dosar;15;25
Facultatea de Litere;Universitatea din Craiova - extensia Drobeta Turnu Severin;Drobeta Turnu Severin, Mehedinti;50;N/A;N/A;3.000 lei;Consiliere educaţională şi dezvoltarea carierei;Public;Acreditat;Pedagogie;Științe ale educației;Științe Politice și Comunicare;Examen;20;30
Facultatea de inginerie şi managementul sistemelor tehnologice;Universitatea din Craiova - extensia Drobeta Turnu Severin;Drobeta Turnu Severin, Mehedinti;50;7.14;0.44;3.000 lei;Managementul sistemelor logistice;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;22;28
Facultatea de Economie şi Administrarea Afacerilor;Universitatea din Craiova - extensia Drobeta Turnu Severin;Drobeta Turnu Severin, Mehedinti;30;N/A;N/A;3.000 lei;Administrarea Afacerilor în turism, comerţ şi servicii;Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;15;15
Facultatea de Drept;Universitatea din Craiova - extensia Drobeta Turnu Severin;Drobeta Turnu Severin, Mehedinti;50;N/A;N/A;3.000 lei;Drept privat;Public;Acreditat;Drept;Drept;Științe Juridice;Dosar;38;12
Facultatea de Economie şi Administrarea Afacerilor;Universitatea din Craiova - extensia Drobeta Turnu Severin;Drobeta Turnu Severin, Mehedinti;35;N/A;N/A;3.000 lei;Management contabil, expertiză şi audit;Public;Acreditat;Management;Management;Științe Economice;Dosar;20;15
Facultatea de inginerie şi managementul sistemelor tehnologice;Universitatea din Craiova - extensia Drobeta Turnu Severin;Drobeta Turnu Severin, Mehedinti;50;7.69;0.40;3.000 lei;Managementul Mediului și Energie Durabilă;Public;Acreditat;Ingineria şi protecţia mediului în industrie;Ingineria mediului;Științe Inginerești;Examen;20;30
Facultatea de inginerie şi managementul sistemelor tehnologice;Universitatea din Craiova - extensia Drobeta Turnu Severin;Drobeta Turnu Severin, Mehedinti;50;7.89;0.44;3.000 lei;Ingineria şi managementul calităţii;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;22;28
Facultatea de Geografie, Turism şi sport;Universitatea din Oradea;Oradea, Bihor;60;N/A;0.10;2.500 lei;Gestiune şi amenajare turistică;Public;Acreditat;Geografia turismului;Geografie;Științe ale Naturii;Dosar;0;60
Facultatea de Inginerie Electrică şi Tehnologia Informaţiei;Universitatea din Oradea;Oradea, Bihor;73;7.75;0.48;3.300 lei;Siteme avansate în ingineria electrică;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Examen;29;44
Facultatea de Inginerie Managerială şi Tehnologică;Universitatea din Oradea;Oradea, Bihor;66;8.60;0.29;3.300 lei;Inginerie economică şi management pentru afaceri;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;16;50
Facultatea de Ştiinţe Socio - Umane;Universitatea din Oradea;Oradea, Bihor;50;9.62;0.34;3.000 lei;Managementul serviciilor sociale;Public;Acreditat;Asistenţă socială;Asistenţă socială;Științe Sociale și Psihologie;Examen;10;40
Facultatea de Teologie Ortodoxă „Episcop Dr. Vasile Coman”;Universitatea din Oradea;Oradea, Bihor;50;9.29;0.18;2.900 lei;Teologie sistematică pe fundamente biblice şi patristice;Public;Acreditat;Studii religioase;Teologie;Teologie;Examen;8;42
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;9.50;0.38;3.000 lei;Administrarea afacerilor interne și internaționale ale IMM-urilor;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;7;43
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;10.00;0.50;3.000 lei;Managementul organizației;Public;Acreditat;Management;Management;Științe Economice;Examen;7;43
Facultatea de Ştiinţe Socio - Umane;Universitatea din Oradea;Oradea, Bihor;50;9.09;0.58;3.000 lei;Psihologie clinică, consiliere psihologică şi psihoterapie;Public;Acreditat;Psihologie;Psihologie;Științe Sociale și Psihologie;Examen;16;34
Facultatea de Medicină şi Farmacie;Universitatea din Oradea;Oradea, Bihor;72;9.00;0.51;2.600 lei;Managementul afecţiunilor aparatului locomotor;Public;Acreditat;Medicină;Medicină;Medicină;Examen;22;50
Facultatea de Protecţia Mediului;Universitatea din Oradea;Oradea, Bihor;68;9.23;0.31;3.300 lei;Siguranță și securitate agroalimentară;Public;Acreditat;Ingineria produselor alimentare;Ingineria produselor alimentare;Științe Agricole;Examen;18;50
Facultatea de Protecţia Mediului;Universitatea din Oradea;Oradea, Bihor;61;8.33;0.25;3.300 lei;Ingineria mediului și securitate în muncă;Public;Acreditat;Ingineria şi protecţia mediului în industrie;Ingineria mediului;Științe Inginerești;Examen;11;50
Facultatea de Arte;Universitatea din Oradea;Oradea, Bihor;41;6.00;0.15;3.900 lei;Pedagogia artei dirijorale;Public;Acreditat;Pedagogie muzicală;Muzică;Arte, Arhitectură și Urbanism ;Examen;8;33
Facultatea de Construcţii, Cadastru și Arhitectură;Universitatea din Oradea;Oradea, Bihor;50;6.80;0.46;3.300 lei;Construcţii inteligente şi sustenabile;Public;Acreditat;Construcţii civile, industriale şi agricole;Inginerie civilă și instalații;Științe Inginerești;Examen;20;30
Facultatea de Geografie, Turism şi sport;Universitatea din Oradea;Oradea, Bihor;17;7.88;1.06;2.800 lei;Gestiunea şi planificarea teritoriului asistată de GIS;Public;Acreditat;Planificare teritorială;Geografie;Științe ale Naturii;Examen;15;2
Facultatea de Geografie, Turism şi sport;Universitatea din Oradea;Oradea, Bihor;50;9.08;0.64;2.800 lei;Educaţie fizică şi antrenament sportiv;Public;Acreditat;Educație fizică și sportivă ;Știința sportului și educației fizice;Ştiinţa Sportului şi Educaţiei Fizice;Examen;11;39
Facultatea de Inginerie Energetică și Management Industrial;Universitatea din Oradea;Oradea, Bihor;50;N/A;N/A;3.300 lei;Managementul sistemelor de energie;Public;Acreditat;Managementul energiei;Inginerie energetică;Științe Inginerești;Examen;0;50
Facultatea de Istorie, Relaţii Internaţionale, Științe Politice și Științele Comunicării;Universitatea din Oradea;Oradea, Bihor;50;9.39;0.24;2.800 lei;Evaluarea politicilor şi a programelor publice europene;Public;Acreditat;Relaţii internaţionale şi studii europene;Relații internaționale și studii europene;Științe Politice și Comunicare;Examen;4;46
Facultatea de Ştiinţe;Universitatea din Oradea;Oradea, Bihor;N/A;N/A;N/A;N/A;Matematică didactică;Public;Acreditat;Matematică;Matematică;Științe Exacte;Examen;0;0
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;10.00;0.48;3.000 lei;Finanțe - bănci - asigurări;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;8;42
Facultatea de Ştiinţe Socio - Umane;Universitatea din Oradea;Oradea, Bihor;50;9.10;0.38;3.000 lei;Gestiunea resurselor umane;Public;Acreditat;Resurse umane;Sociologie;Științe Sociale și Psihologie;Examen;18;32
Facultatea de Medicină şi Farmacie;Universitatea din Oradea;Oradea, Bihor;64;9.00;0.98;150 lei;Managementul serviciilor de sănătate;Public;Acreditat;Medicină;Medicină;Medicină;Examen;14;50
Facultatea de Drept;Universitatea din Oradea;Oradea, Bihor;59;8.85;0.34;2.900 lei;Drept civil şi procedură civilă;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;9;50
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;N/A;N/A;3.000 lei;International Business Administration (în limba engleză);Public;Autorizat;Economie şi afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;0;50
Facultatea de Protecţia Mediului;Universitatea din Oradea;Oradea, Bihor;61;9.75;0.36;3.300 lei;Tehnologii moderne în exploatațiile agricole și zootehnice;Public;Acreditat;Agricultură;Agronomie;Științe Agricole;Examen;11;50
Facultatea de Protecţia Mediului;Universitatea din Oradea;Oradea, Bihor;68;9.23;0.40;3.300 lei;Managementul unităților de turism și alimentație publică;Public;Acreditat;Inginerie economică în agricultură;Inginerie şi management în agricultură și dezvoltare rurală;Științe Agricole;Examen;18;50
Facultatea de Arte;Universitatea din Oradea;Oradea, Bihor;39;7.00;0.28;3.900 lei;Vocal şi instrumental în arta muzicală camerală;Public;Acreditat;Artele spectacolului muzical;Muzică;Arte, Arhitectură și Urbanism ;Examen;11;28
Facultatea de Inginerie Electrică şi Tehnologia Informaţiei;Universitatea din Oradea;Oradea, Bihor;53;9.25;0.32;3.300 lei;Sisteme automate avansate;Public;Acreditat;Ingineria sistemelor multimedia;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;13;40
Facultatea de Istorie, Relaţii Internaţionale, Științe Politice și Științele Comunicării;Universitatea din Oradea;Oradea, Bihor;50;10.00;0.22;2.800 lei;Dezvoltare regională şi comunicare instituţională în UE;Public;Acreditat;Relaţii internaţionale şi studii europene;Relații internaționale și studii europene;Științe Politice și Comunicare;Examen;4;46
Facultatea de Litere;Universitatea din Oradea;Oradea, Bihor;60;N/A;N/A;2.800 lei;Cultură şi civilizaţie europeană;Public;Acreditat;Limbă şi literatură;Filologie;Științe Umaniste;Examen;10;50
Facultatea de Litere;Universitatea din Oradea;Oradea, Bihor;66;N/A;N/A;2.800 lei;Literatura română – relevanţe europene;Public;Acreditat;Limba şi literatura română;Limbă şi literatură;Științe Umaniste;Examen;16;50
Facultatea de Ştiinţe;Universitatea din Oradea;Oradea, Bihor;N/A;7.49;N/A;N/A;Sisteme distribuite in Internet;Public;Acreditat;Informatică;Informatică;Științe Exacte;Examen;0;0
Facultatea de Ştiinţe;Universitatea din Oradea;Oradea, Bihor;N/A;8.00;N/A;N/A;Chimie structurală și aplicativă;Public;Acreditat;Chimie;Chimie;Științe Exacte;Examen;0;0
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;10.00;0.94;3.000 lei;Contabilitate, auditul și gestiunea afacerilor;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;7;43
Facultatea de Geografie, Turism şi sport;Universitatea din Oradea;Oradea, Bihor;22;8.04;1.00;2.800 lei;Tourism management and planning (în limba engleză);Public;Acreditat;Geografia turismului;Geografie;Științe ale Naturii;Examen;20;2
Facultatea de Geografie, Turism şi sport;Universitatea din Oradea;Oradea, Bihor;43;9.31;0.77;2.800 lei;Kinetoterapie în reeducare funcţională;Public;Acreditat;Kinetoterapie și motricitate specială;Știința sportului și educației fizice;Ştiinţa Sportului şi Educaţiei Fizice;Examen;22;21
Facultatea de Inginerie Energetică și Management Industrial;Universitatea din Oradea;Oradea, Bihor;65;8.00;0.20;3.300 lei;Energii regenerabile;Public;Acreditat;Ingineria sistemelor electroenergetice;Inginerie energetică;Științe Inginerești;Examen;15;50
Facultatea de Inginerie Managerială şi Tehnologică;Universitatea din Oradea;Oradea, Bihor;65;8.60;0.51;3.300 lei;Concepţie, fabricaţie şi management asistate de calculator;Public;Acreditat;Ingineria şi managementul calităţii;Inginerie industrială;Științe Inginerești;Examen;15;50
Facultatea de Ştiinţe;Universitatea din Oradea;Oradea, Bihor;N/A;8.00;N/A;N/A;Fizica exploarărilor și terapiilor medicale;Public;Acreditat;Fizică;Fizică;Științe Exacte;Examen;0;0
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;9.50;0.36;3.000 lei;Relații economice europene;Public;Acreditat;Economie internaţională;Economie şi afaceri internaţionale;Științe Economice;Examen;7;43
Facultatea de Ştiinţe Socio - Umane;Universitatea din Oradea;Oradea, Bihor;50;8.59;0.28;3.000 lei;Psihologie educaţională, consiliere şcolară şi vocaţională;Public;Acreditat;Psihologie;Psihologie;Științe Sociale și Psihologie;Examen;13;37
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;9.75;0.46;3.000 lei;Economia și administrarea afacerilor în turism și industria ospitalității;Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Examen;12;38
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;9.87;0.38;3.000 lei;Administrarea afacerilor regionale;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;9;41
Facultatea de Drept;Universitatea din Oradea;Oradea, Bihor;61;8.25;0.34;2.900 lei;Administraţie publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Examen;11;50
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;9.00;0.18;3.000 lei;Administrarea afacerilor (în limba engleză) / Business Administration;Public;Autorizat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;6;44
Facultatea de Istorie, Relaţii Internaţionale, Științe Politice și Științele Comunicării;Universitatea din Oradea;Oradea, Bihor;50;9.23;0.10;2.500 lei;Securitate Europeană;Public;Acreditat;Studii de securitate;Ştiinţe politice;Științe Politice și Comunicare;Examen;4;46
Facultatea de Protecţia Mediului;Universitatea din Oradea;Oradea, Bihor;60;9.70;0.17;3.300 lei;Tehnologii horticole moderne;Public;Acreditat;Horticultură;Horticultură;Științe Agricole;Examen;10;50
Facultatea de Protecţia Mediului;Universitatea din Oradea;Oradea, Bihor;61;9.15;0.25;3.300 lei;Managementul situațiilor de urgență, crizelor și dezastrelor în agricultură, silvicultură și industria alimentară;Public;Acreditat;Ingineria şi protecţia mediului în industrie;Ingineria mediului;Științe Inginerești;Examen;11;50
Facultatea de Arte;Universitatea din Oradea;Oradea, Bihor;42;8.66;0.21;3.900 lei;Arte plastice şi Multimedia;Public;Acreditat;Arte plastice;Arte vizuale;Arte, Arhitectură și Urbanism ;Examen;9;33
Facultatea de Arte;Universitatea din Oradea;Oradea, Bihor;39;7.66;0.33;3.900 lei;Design de obiect, Modă şi Ambient;Public;Acreditat;Arte decorative;Arte vizuale;Arte, Arhitectură și Urbanism ;Examen;13;26
Facultatea de Inginerie Electrică şi Tehnologia Informaţiei;Universitatea din Oradea;Oradea, Bihor;50;9.26;0.54;3.300 lei;Management şi comunicare în inginerie;Public;Acreditat;Inginerie electrică şi calculatoare;Inginerie electrică;Științe Inginerești;Examen;13;37
Facultatea de Drept;Universitatea din Oradea;Oradea, Bihor;59;9.50;0.37;150 lei;Drept penal şi procedură penală;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;9;50
Facultatea de Inginerie Electrică şi Tehnologia Informaţiei;Universitatea din Oradea;Oradea, Bihor;63;9.43;0.56;3.300 lei;Management in tehnologia informației;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Examen;23;40
Facultatea de Inginerie Electrică şi Tehnologia Informaţiei;Universitatea din Oradea;Oradea, Bihor;68;7.93;0.38;3.300 lei;Tehnologii audio video și telecomunicații;Public;Acreditat;Tehnologii şi sisteme de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;26;42
Facultatea de Inginerie Energetică și Management Industrial;Universitatea din Oradea;Oradea, Bihor;65;8.15;0.15;3.300 lei;Managementul calității și protecția consumatorului în domeniul textile - pielărie;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;15;50
Facultatea de Istorie, Relaţii Internaţionale, Științe Politice și Științele Comunicării;Universitatea din Oradea;Oradea, Bihor;50;9.01;0.26;3.000 lei;Studii Europene (în limba Engleză);Public;Acreditat;Relaţii internaţionale şi studii europene;Relații internaționale și studii europene;Științe Politice și Comunicare;Examen;9;41
Facultatea de Inginerie Managerială şi Tehnologică;Universitatea din Oradea;Oradea, Bihor;66;7.96;0.20;3.300 lei;Advanced Mecatronics Systems (în limba engleză);Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Examen;16;50
Facultatea de Istorie, Relaţii Internaţionale, Științe Politice și Științele Comunicării;Universitatea din Oradea;Oradea, Bihor;50;8.85;0.20;2.800 lei;Istoria vestului românesc;Public;Acreditat;Istorie;Istorie;Științe Umaniste;Examen;14;36
Facultatea de Istorie, Relaţii Internaţionale, Științe Politice și Științele Comunicării;Universitatea din Oradea;Oradea, Bihor;50;9.00;0.30;2.500 lei;Politici publice europene;Public;Acreditat;Ştiinţe politice;Ştiinţe politice;Științe Politice și Comunicare;Examen;14;36
Facultatea de Litere;Universitatea din Oradea;Oradea, Bihor;66;N/A;N/A;2.800 lei;Tipuri de modernitate în spaţiul anglofon şi francofon;Public;Acreditat;Limbă şi literatură;Limbă şi literatură;Științe Umaniste;Examen;16;50
Facultatea de Ştiinţe;Universitatea din Oradea;Oradea, Bihor;N/A;7.74;N/A;N/A;Biodiversitatea și monitorizarea ecosistemelor;Public;Acreditat;Biologie;Biologie;Științe ale Naturii;Examen;0;0
Facultatea de Teologie Ortodoxă „Episcop Dr. Vasile Coman”;Universitatea din Oradea;Oradea, Bihor;50;8.79;0.26;2.900 lei;Istorie bisericească și gândire creștină;Public;Acreditat;Studii religioase;Teologie;Teologie;Examen;7;43
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;9.58;0.48;3.000 lei;Marketing și comunicare în afaceri;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;9;41
Facultatea de Ştiinţe Socio - Umane;Universitatea din Oradea;Oradea, Bihor;50;9.00;0.82;3.000 lei;Educaţia integrată în învăţământul preşcolar şi primar;Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;16;34
Facultatea de Ştiinţe Economice;Universitatea din Oradea;Oradea, Bihor;50;N/A;N/A;3.500 lei;Management aprofundat (în limba engleză) / Advanced Management;Public;Autorizat;Management;Management;Științe Economice;Examen;10;40
Facultatea de Protecţia Mediului;Universitatea din Oradea;Oradea, Bihor;67;8.41;0.37;3.300 lei;Valorificarea durabilă a resurselor pădurii;Public;Acreditat;Silvicultură;Silvicultură;Științe Agricole;Examen;17;50
Facultatea de Mine;Universitatea din Petroşani;Petrosani, Hunedoara;28;N/A;N/A;2.200 lei;Ingineria şi managementul proiectelor;Public;Acreditat;Ingineria şi managementul afacerilor;Inginerie și management;Științe Inginerești;Examen;2;26
Facultatea de Ştiinţe;Universitatea din Petroşani;Petrosani, Hunedoara;37;N/A;N/A;2.200 lei;Politici sociale şi protecţie socială;Public;Acreditat;Sociologie;Sociologie;Științe Sociale și Psihologie;Examen;5;32
Facultatea de Inginerie Mecanică şi Electrică;Universitatea din Petroşani;Petrosani, Hunedoara;34;N/A;N/A;2.200 lei;Sisteme electromecanice;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Examen;0;34
Facultatea de Inginerie Mecanică şi Electrică;Universitatea din Petroşani;Petrosani, Hunedoara;31;N/A;N/A;2.200 lei;Tehnici şi tehnologii informatice aplicate;Public;Acreditat;Tehnologia informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Examen;0;31
Facultatea de Ştiinţe;Universitatea din Petroşani;Petrosani, Hunedoara;29;N/A;N/A;2.200 lei;Management financiar bancar;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;0;29
Facultatea de Mine;Universitatea din Petroşani;Petrosani, Hunedoara;20;N/A;N/A;2.200 lei;Topografie minieră informatizată şi cadastru;Public;Acreditat;Topografie minieră;Mine, petrol şi gaze;Științe Inginerești;Examen;2;18
Facultatea de Inginerie Mecanică şi Electrică;Universitatea din Petroşani;Petrosani, Hunedoara;38;N/A;N/A;2.200 lei;Instalaţii şi echipamente pentru procese mecanice;Public;Acreditat;Inginerie mecanică;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;1;37
Facultatea de Mine;Universitatea din Petroşani;Petrosani, Hunedoara;17;N/A;N/A;2.200 lei;Managementul securităţii şi sănătăţii în muncă;Public;Acreditat;Managementul securităţii şi sănătăţii în muncă;Mine, petrol şi gaze;Științe Inginerești;Examen;2;15
Facultatea de Ştiinţe;Universitatea din Petroşani;Petrosani, Hunedoara;29;N/A;N/A;2.200 lei;Contabilitate şi audit;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;0;29
Facultatea de Mine;Universitatea din Petroşani;Petrosani, Hunedoara;2;30.00;N/A;2.200 lei;Controlul şi monitorizarea calităţii mediului;Public;Acreditat;Ingineria mediului;Ingineria mediului;Științe Inginerești;Examen;0;2
Facultatea de Inginerie Mecanică şi Electrică;Universitatea din Petroşani;Petrosani, Hunedoara;36;N/A;N/A;2.200 lei;Sisteme şi tehnologii informatice;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;0;36
Facultatea de Inginerie Mecanică şi Electrică;Universitatea din Petroşani;Petrosani, Hunedoara;35;N/A;N/A;2.200 lei;Exploatarea instalaţiilor electrice industriale;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Examen;0;35
Facultatea de Ştiinţe;Universitatea din Petroşani;Petrosani, Hunedoara;N/A;N/A;N/A;2.200 lei;Managementul resurselor umane;Public;Acreditat;Management;Management;Științe Economice;Examen;0;0
Facultatea de Ştiinţe;Universitatea din Petroşani;Petrosani, Hunedoara;23;N/A;N/A;2.200 lei;Managementul strategic al afacerilor;Public;Acreditat;Management;Management;Științe Economice;Examen;0;23
Facultatea de Inginerie Mecanică şi Electrică;Universitatea din Petroşani;Petrosani, Hunedoara;23;N/A;N/A;2.200 lei;Instalaţii şi echipamente de proces în minerit;Public;Acreditat;Inginerie mecanică;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;4;19
Facultatea de Mine;Universitatea din Petroşani;Petrosani, Hunedoara;30;N/A;N/A;2.200 lei;Ingineria proiectării construcţiilor miniere;Public;Acreditat;Ingineria proiectării construcţiilor miniere;Mine, petrol şi gaze;Științe Inginerești;Examen;2;28
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitesti - Extensie Ramnicu Valcea;Ramnicu Valcea, Valcea;50;N/A;N/A;3.200 lei;Tendințele actuale ale limbii şi literaturii române (la Râmnicu Vâlcea);Public;Acreditat;Limba şi literatura română;Limbă şi literatură;Științe Umaniste;Examen;5;45
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie;Universitatea din Pitesti - Extensie Ramnicu Valcea;Ramnicu Valcea, Valcea;47;9.90;0.40;3.200 lei;Educație timpurie (la Râmnicu Vâlcea);Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;4;43
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;N/A;8.50;N/A;3.200 lei;Monitorizarea și protecția mediului (interdisciplinar cu domeniile: Horticultură și Biologie);Public;Acreditat;Ştiinţa mediului;Ştiinţa mediului;Științe ale Naturii;Examen;0;0
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;100;8.62;N/A;3.200 lei;Matematică aplicată;Public;Acreditat;Matematici aplicate;Matematică;Științe Exacte;Examen;14;86
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;100;7.63;N/A;3.200 lei;Modelarea, proiectarea și managementul sistemelor software;Public;Acreditat;Informatică;Informatică;Științe Exacte;Examen;17;83
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.200 lei;Strategic management and business development (în limba engleză);Public;Acreditat;Management;Management;Științe Economice;Examen;13;37
Facultatea de Stiinte Economice si Drept;Universitatea din Pitești;Pitesti, Arges;84;N/A;0.77;3.200 lei;Cariere juridice;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;9;75
Facultatea de Mecanică și Tehnologie;Universitatea din Pitești;Pitesti, Arges;100;8.50;0.36;3.200 lei;Concepția și managementul proiectării automobilului;Public;Acreditat;Ingineria sistemelor de propulsie pentru autovehicule;Ingineria autovehiculelor;Științe Inginerești;Examen;12;88
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie;Universitatea din Pitești;Pitesti, Arges;58;9.55;1.00;3.200 lei;Psihologie clinică - Evaluare și intervenție;Public;Acreditat;Psihologie;Psihologie;Științe Sociale și Psihologie;Examen;8;50
Facultatea de Electronica, Comunicatii si Calculatoare;Universitatea din Pitești;Pitesti, Arges;60;N/A;N/A;3.200 lei;Sisteme electronice pentru conducerea proceselor industriale;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;7;53
Facultatea de Stiinte ale Educatiei, Stiinte Sociale si Psihologie;Universitatea din Pitești;Pitesti, Arges;57;10.00;0.33;3.200 lei;Managementul serviciilor sociale și de sănătate;Public;Acreditat;Asistenţă socială;Asistenţă socială;Științe Sociale și Psihologie;Examen;9;48
Facultatea de Teologie, Litere, Istorie si Arte;Universitatea din Pitești;Pitesti, Arges;50;N/A;N/A;3.200 lei;Ecumenism în noul context european;Public;Acreditat;Studii religioase;Teologie;Teologie;Examen;5;45
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;100;7.58;0.19;3.200 lei;Tehnici avansate pentru prelucrarea informației (în limba engleză);Public;Acreditat;Informatică;Informatică;Științe Exacte;Examen;17;83
Facultatea de Stiinte, Educatie Fizica si Informatica;Universitatea din Pitești;Pitesti, Arges;N/A;8.46;N/A;3.200 lei;Protecția plantelor (interdisciplinar cu domeniile: Biologie, Știința mediului);Public;Acreditat;Horticultură;Horticultură;Științe Agricole;Examen;0;0
